Time,!a,!b,!c
44673.6836612313,66,37,1000
44696.9893092245,64,35,1000
44722.492748735,64,34,1000
44744.2704074091,61,34,1000
44767.0811581146,59,32,1000
44794.6068625329,62,32,1000
44818.1684115012,62,29,1000
44845.9690221166,64,29,1000
44868.6063929048,63,26,1000
44893.5515476353,61,25,1000
44918.1265962158,64,25,1000
44942.5277065391,67,23,1000
44973.5048915395,67,22,1000
44996.1025920261,71,22,1000
45024.551454218,75,22,1000
45060.8815622062,75,19,1000
45086.7054290828,75,18,1000
45109.8033117152,80,18,1000
45136.0154466007,82,18,1000
45165.7692468266,84,18,1000
45190.9320188484,86,18,1000
45214.8105582779,88,17,1000
45246.0932307791,90,17,1000
45274.242315999,92,17,1000
45309.3279755997,91,17,1000
45340.9343369352,92,17,1000
45362.5273122685,89,16,1000
45383.1020769648,90,16,1000
45404.0373917274,93,16,1000
45430.1275289984,92,15,1000
45452.4595117538,93,15,1000
45472.9730316048,94,15,1000
45493.3412185193,97,15,1000
45514.8593591438,99,15,1000
45536.4688448813,94,14,1000
45561.0712330627,95,14,1000
45582.9550230331,95,13,1000
45611.7152791916,97,13,1000
45636.2552749891,96,13,1000
45661.4061347492,94,13,1000
45703.4166328511,95,13,1000
45730.8754214352,97,11,1000
45752.192268661,100,11,1000
45772.5003556075,96,11,1000
45794.1169464065,98,10,1000
45815.249327638,99,10,1000
45835.9179210652,97,10,1000
45856.3839003504,96,10,1000
45884.6592253027,95,10,1000
45920.335608646,98,10,1000
45941.5194988167,97,10,1000
45961.9078146552,95,10,1000
45984.5259387966,95,10,1000
46019.4380413692,97,10,1000
46048.2479787706,96,10,1000
46074.0901874865,92,10,1000
46094.4706364064,91,10,1000
46115.5242457699,90,10,1000
46147.0597430687,88,9,1000
46171.6519104866,91,9,1000
46195.4359679686,92,9,1000
46216.4374512212,95,9,1000
46239.2821421606,97,9,1000
46261.1509626073,96,9,1000
46283.162537127,93,9,1000
46313.9047703787,96,8,1000
46335.0387121425,97,8,1000
46356.7906559492,95,8,1000
46382.0007179169,90,8,1000
46403.4445666891,93,8,1000
46429.9263053765,90,8,1000
46453.6527480974,90,8,1000
46490.6612126811,91,8,1000
46515.4593127631,90,8,1000
46543.2191593317,90,8,1000
46564.7050426842,89,7,1000
46584.7317693127,92,7,1000
46605.6388901573,89,7,1000
46636.5310120962,90,7,1000
46663.2919774524,87,7,1000
46689.034683012,88,7,1000
46718.736705949,88,7,1000
46740.2830784574,90,7,1000
46767.3644681049,90,7,1000
46795.9230815008,89,7,1000
46818.3666504046,92,7,1000
46841.2958864038,92,7,1000
46863.0697099889,95,7,1000
46887.0490229446,96,7,1000
46907.334532582,96,7,1000
46936.03205146,95,7,1000
46959.0508736626,98,7,1000
46991.2047038334,100,7,1000
47014.8690532286,99,7,1000
47038.8391474231,100,7,1000
47061.2487639059,100,7,1000
47081.6179941552,101,7,1000
47103.9309311526,97,7,1000
47124.0568836267,94,6,1000
47146.581306661,97,6,1000
47168.404206823,95,6,1000
47190.2994818944,95,6,1000
47213.0120544756,94,6,1000
47233.0964565797,97,5,1000
47260.4746010798,98,5,1000
47288.4401138016,95,5,1000
47312.9489871564,97,5,1000
47334.5612084808,94,5,1000
47359.8198439215,97,5,1000
47380.5864115825,98,5,1000
47401.1398443171,99,5,1000
47428.8774720623,99,5,1000
47449.3917966928,93,5,1000
47475.4951837647,93,5,1000
47502.1765483045,94,5,1000
47523.3827442892,95,5,1000
47558.2461071399,94,5,1000
47583.4694658344,93,5,1000
47611.2819170086,92,5,1000
47639.7815738635,93,5,1000
47664.7806985057,94,4,1000
47688.5332847862,93,4,1000
47709.3965275213,92,4,1000
47740.3804650035,89,4,1000
47773.5709458056,92,4,1000
47795.3655348416,93,4,1000
47819.4196538594,92,3,1000
47840.7731347299,92,3,1000
47868.9978667228,91,3,1000
47893.7444490765,93,3,1000
47918.3734031575,93,3,1000
47947.4632381893,90,3,1000
47968.1855414595,88,3,1000
47996.7757076231,88,2,1000
48017.8979338842,88,2,1000
48057.0696718963,88,2,1000
48078.6190516228,88,2,1000
48099.2610415637,88,2,1000
48123.0859757258,91,2,1000
48151.1107328187,91,1,1000
48171.6448837442,92,1,1000
48195.8703164327,91,1,1000
48254.7792601595,90,1,1000
48279.3629676748,88,1,1000
48300.9539538904,87,1,1000
48326.2457505196,86,1,1000
48348.2083625104,86,1,1000
48369.5517931441,84,1,1000
48391.7396205379,83,1,1000
48418.9513578314,81,1,1000
48442.2904885763,82,1,1000
48464.759651019,81,1,1000
48488.2500755503,80,1,1000
48517.8735188215,79,1,1000
48542.063942921,81,1,1000
48563.1884205915,87,1,1000
48586.482468249,86,1,1000
48608.311484733,88,1,1000
48629.024739906,87,1,1000
48659.6507473855,89,1,1000
48700.0942783049,91,1,1000
48723.8309015845,93,1,1000
48745.9254344533,93,1,1000
48775.0986865978,93,1,1000
48800.340259613,89,1,1000
48825.3209075964,92,1,1000
48862.6372340755,98,1,1000
48883.8414811552,100,1,1000
48906.4398766452,100,1,1000
48930.5308869592,101,1,1000
48954.1797249789,101,1,1000
48981.11449872,101,1,1000
49005.6252674875,102,1,1000
49026.322570693,104,1,1000
49051.8818289823,103,1,1000
49087.4198722805,103,1,1000
49109.8291309914,106,1,1000
49130.0599694588,106,1,1000
49151.4569618442,104,1,1000
49173.3257450289,102,1,1000
49196.4771379201,102,1,1000
49218.0226247683,102,1,1000
49239.5901769077,107,1,1000
49262.1747358898,108,1,1000
49287.2542741191,107,1,1000
49311.6805784411,106,1,1000
49337.171126364,101,1,1000
49360.946889844,103,1,1000
49382.6075255568,102,1,1000
49404.4799768071,101,1,1000
49433.9537315937,102,1,1000
49455.7166838876,101,1,1000
49481.8377677903,100,1,1000
49504.9285892853,100,1,1000
49525.2536137755,99,1,1000
49549.8911194541,98,1,1000
49576.3429491383,98,1,1000
49596.7234302294,98,1,1000
49619.6940672861,99,1,1000
49657.5078894832,102,1,1000
49683.483899046,103,1,1000
49705.2040895084,102,1,1000
49729.1219125663,102,1,1000
49751.4155152716,101,1,1000
49771.9586476654,97,1,1000
49793.2308145523,97,1,1000
49813.3298326571,98,1,1000
49833.409523552,96,1,1000
49854.9450754842,98,1,1000
49896.9787892817,98,1,1000
49923.8528091136,101,1,1000
49951.8265642381,100,1,1000
49990.1346499864,98,1,1000
50010.8131695399,100,1,1000
50038.6976396932,99,1,1000
50063.6738500504,99,1,1000
50084.4805065552,100,1,1000
50107.711211134,97,1,1000
50135.9300072749,94,1,1000
50165.0438539489,95,1,1000
50186.3810245957,95,1,1000
50213.1505280376,95,1,1000
50235.806010522,94,1,1000
50268.928655631,93,1,1000
50293.6237449948,94,1,1000
50314.8721009041,91,1,1000
50336.7491443709,95,1,1000
50360.4566950466,97,1,1000
50382.0988132157,94,1,1000
50403.3382198369,91,1,1000
50427.6876852292,91,1,1000
50456.5096099725,91,1,1000
50477.5644450076,94,1,1000
50501.4623419793,92,1,1000
50522.7991149566,92,1,1000
50552.3212359681,90,1,1000
50576.9145566316,89,1,1000
50601.9357281382,89,1,1000
50626.8727960198,90,1,1000
50647.1433798649,90,1,1000
50682.4788756716,90,1,1000
50704.5660521498,91,1,1000
50725.4011893644,92,1,1000
50749.3569377407,94,1,1000
50778.2615665361,95,1,1000
50800.809482115,93,1,1000
50825.9956117368,94,1,1000
50851.4228746018,95,1,1000
50871.6586563292,95,10000,1000
50898.7068582115,93,10000,1000
50919.779507549,95,10000,1000
50947.2237579943,96,10000,1000
50973.1413418719,97,10000,1000
50994.6865313474,97,10000,1000
51018.5703455244,95,10000,1000
51049.6927282055,93,10000,1000
51077.4068942262,92,10000,1000
51097.4957279139,93,10000,1000
51120.7934630209,91,10000,1000
51146.4597740254,92,10000,1000
51169.1484271755,89,10000,1000
51192.4763029752,92,10000,1000
51217.6936064621,93,10000,1000
51239.3052260773,92,10000,1000
51264.4457461958,92,10000,1000
51285.0645974742,92,10000,1000
51307.4015644755,88,10000,1000
51328.3666421646,90,10000,1000
51350.4723442261,87,10000,1000
51372.7740815732,83,10000,1000
51397.409020208,83,10000,1000
51417.5099165047,84,10000,1000
51457.6391612093,84,10000,1000
51480.7670230781,86,10000,1000
51517.1138119806,87,10000,1000
51539.4141900138,89,10000,1000
51574.0517759642,90,10000,1000
51604.2663787443,92,10000,1000
51624.6101649081,92,10000,1000
51645.411077788,96,10000,1000
51671.4293845717,96,10000,1000
51691.4706701165,95,10000,1000
51712.9131185548,95,10000,1000
51733.5434173344,94,10000,1000
51754.9660299213,94,10000,1000
51775.263490934,95,10000,1000
51797.4782858445,95,10000,1000
51819.9450971033,93,10000,1000
51840.7605460777,94,10000,1000
51867.4635176342,99,10000,1000
51888.8360118474,101,10000,1000
51910.0441145347,98,10000,1000
51931.2697244388,102,10000,1000
51953.5552203293,102,10000,1000
51973.9164285572,102,10000,1000
51993.9814237679,102,10000,1000
52018.1236499377,103,10000,1000
52042.2592022238,104,10000,1000
52063.8800352474,107,10000,1000
52086.8976157684,108,10000,1000
52109.4387480423,109,10000,1000
52130.6159860634,107,10000,1000
52158.5804933368,108,10000,1000
52179.7704215731,107,10000,1000
52201.268679303,108,10000,1000
52225.488793583,109,10000,1000
52245.688927465,112,10000,1000
52267.2014025332,108,10000,1000
52291.0001976526,104,10000,1000
52311.1859030177,103,10000,1000
52342.5197331898,102,10000,1000
52374.8736733231,97,10000,1000
52411.127324253,96,10000,1000
52433.3194059855,102,10000,1000
52459.3262266518,101,10000,1000
52479.7133941114,100,10000,1000
52504.2983969104,98,10000,1000
52529.058582726,97,10000,1000
52562.5026070198,97,10000,1000
52582.6861273372,98,10000,1000
52612.3341116662,96,10000,1000
52633.0041408565,97,10000,1000
52653.96723068,96,10000,1000
52685.6919823124,95,10000,1000
52717.9354690004,95,10000,1000
52747.1110453516,96,10000,1000
52767.7911715193,96,10000,1000
52787.9612647937,96,10000,1000
52823.2997571585,94,10000,1000
52864.9987115275,96,10000,1000
52891.0863471443,95,10000,1000
52919.3760002538,93,10000,1000
52939.4952983671,92,10000,1000
52960.7070208572,92,10000,1000
52985.6418238054,91,10000,1000
53009.5593093282,89,10000,1000
53045.1023244916,87,10000,1000
53065.5791078378,84,10000,1000
53087.7864523168,86,10000,1000
53112.8430174768,85,10000,1000
53133.6259520452,86,10000,1000
53168.2171532783,87,10000,1000
53202.7392510674,94,10000,1000
53228.8625788385,95,10000,1000
53249.9799843881,91,10000,1000
53272.9956351873,89,10000,1000
53302.6087367421,92,10000,1000
53330.2174970685,89,10000,1000
53354.4857501191,90,10000,1000
53380.2123447909,92,10000,1000
53405.5188810524,91,10000,1000
53427.7144788764,91,10000,1000
53456.6263004957,93,10000,1000
53483.9382055364,92,10000,1000
53512.1574203205,90,10000,1000
53535.6808615438,88,10000,1000
53557.3805269277,88,10000,1000
53578.7969656102,91,10000,1000
53607.1684662582,89,10000,1000
53629.0444981086,95,10000,1000
53663.0246320177,92,10000,1000
53685.2151645105,94,10000,1000
53717.6055259809,92,10000,1000
53740.4473474916,92,10000,1000
53762.8111807587,93,10000,1000
53784.2957852879,93,10000,1000
53808.7299527039,92,10000,1000
53836.4186869953,92,10000,1000
53857.5868061675,94,10000,1000
53880.8104758766,96,10000,1000
53901.9896021232,100,10000,1000
53933.152076212,98,10000,1000
53954.0900230735,99,10000,1000
53974.3133135819,98,10000,1000
53994.8075650071,103,10000,1000
54018.4523092744,101,10000,1000
54044.341609919,100,10000,1000
54068.0226668399,97,10000,1000
54088.4807806877,102,10000,1000
54109.9354682105,104,10000,1000
54130.034616434,106,10000,1000
54155.2855317902,106,10000,1000
54175.4031443905,108,10000,1000
54198.9665680068,105,10000,1000
54220.831816448,106,10000,1000
54241.7190279005,107,10000,1000
54271.4954941583,108,10000,1000
54293.2889368639,106,10000,1000
54316.0266987514,102,10000,1000
54348.5952734515,101,10000,1000
54369.6179125411,99,10000,1000
54393.0567977145,99,10000,1000
54417.2719393249,98,10000,1000
54439.569570199,99,10000,1000
54461.4325846669,98,10000,1000
54491.3812255366,97,10000,1000
54518.9079174102,98,10000,1000
54544.2964398438,98,10000,1000
54573.9134036985,97,10000,1000
54602.9352289612,96,10000,1000
54623.0719948557,97,10000,1000
54645.3182902152,94,10000,1000
54668.1031605344,92,10000,1000
54705.1035169278,91,10000,1000
54740.1127909677,91,10000,1000
54762.7799094223,89,10000,1000
54785.4027850936,90,10000,1000
54809.085524833,92,10000,1000
54848.9284245544,86,10000,1000
54882.0337686358,88,10000,1000
54909.8650490074,89,10000,1000
54940.9994672071,92,10000,1000
54964.4707460712,95,10000,1000
54991.2516320963,96,10000,1000
55017.6145475886,95,10000,1000
55038.7260721795,97,10000,1000
55064.4987349549,97,10000,1000
55087.6415406946,92,10000,1000
55112.4145032591,93,10000,1000
55133.2443345077,90,10000,1000
55153.6955901091,91,10000,1000
55176.7908912031,92,10000,1000
55215.5845041621,92,10000,1000
55241.1411591836,92,10000,1000
55270.5846369814,93,10000,1000
55297.1989918379,93,10000,1000
55318.6759550736,94,10000,1000
55355.7419929497,94,10000,1000
55378.5981681197,92,10000,1000
55404.0958707641,92,10000,1000
55442.2659671183,98,10000,1000
55462.3174376141,96,10000,1000
55484.545953747,96,10000,1000
55513.4570420517,97,10000,1000
55535.4500065713,96,10000,1000
55556.2133561683,97,10000,1000
55582.2815627087,97,10000,1000
55603.0172360261,97,10000,1000
55632.5095205188,97,10000,1000
55653.3674546296,95,10000,1000
55674.4958947688,90,10000,1000
55696.0241075933,94,10000,1000
55719.6472430938,97,10000,1000
55758.5723008993,99,10000,1000
55780.1755411005,100,10000,1000
55801.676673514,102,10000,1000
55822.5954981988,103,10000,1000
55857.5708675873,102,10000,1000
55880.8238138835,102,10000,1000
55907.8904706639,102,10000,1000
55937.4968044607,104,10000,1000
55974.8913299606,105,10000,1000
55997.2070410355,103,10000,3
56024.1881451768,99,10000,7
56045.2223093255,99,10000,10
56068.1187673726,96,10000,9
56089.0946479113,95,10000,11
56115.0844578194,92,10000,13
56138.2728014177,91,10000,16
56158.8744170644,89,10000,18
56197.230525051,86,10000,22
56221.4750162946,85,10000,21
56252.3366353166,83,10000,23
56273.3700990951,82,10000,28
56297.4913102846,82,10000,29
56319.844223709,80,10000,30
56343.4071536069,78,10000,33
56364.6113353308,77,10000,32
56384.658173252,74,10000,34
56406.9345178943,72,10000,36
56429.6759596429,71,10000,35
56456.365213447,69,10000,37
56482.8079827164,69,10000,42
56505.290676035,68,10000,46
56531.6863572196,67,10000,47
56556.7209751807,66,10000,48
56577.4738772012,64,10000,47
56620.8181949086,62,10000,46
56650.6549057623,62,10000,43
56670.6597645533,61,10000,42
56720.8228230167,58,10000,40
56747.8013156216,56,10000,43
56769.1808050211,54,10000,45
56795.0088610892,49,10000,46
56816.2490883053,49,10000,47
56841.4802811135,49,10000,51
56863.6012351076,48,10000,50
56895.312693531,48,10000,48
56921.2163552648,48,10000,49
56941.8550718411,46,10000,49
56961.9204800037,45,10000,53
56983.3375794331,44,10000,56
57004.341354976,43,10000,58
57037.4792488601,43,10000,57
57058.6712533385,43,10000,59
57091.1004856412,43,10000,59
57121.6674667664,42,10000,59
57145.9704620136,41,10000,57
57184.5105208143,40,10000,57
57206.1436155425,38,10000,58
57229.4134390426,38,10000,60
57249.9262998931,38,10000,60
57279.132487823,37,10000,61
57302.1667998501,37,10000,62
57322.5738083645,37,10000,64
57346.2958765229,37,10000,65
57373.0758588414,37,10000,66
57396.4960357718,37,10000,71
57418.568750626,36,10000,70
57439.6566333822,36,10000,71
57463.1380152428,34,10000,72
57487.7429894834,31,10000,73
57516.5316184099,30,10000,76
57540.9849848942,30,10000,77
57573.5257896559,30,10000,75
57601.6289918379,30,10000,75
57622.766622174,30,10000,79
57644.5105862001,30,10000,77
57686.775135941,28,10000,78
57715.554230239,27,10000,77
57738.9206555204,27,10000,79
57761.3441469242,27,10000,83
57785.8905198875,27,10000,82
57807.4726669193,27,10000,85
57833.7920391288,26,10000,87
57863.9700684446,26,10000,83
57885.742161774,26,10000,85
57917.5728074272,26,10000,86
57941.9801767788,26,10000,86
57983.734250164,26,10000,85
58004.1205667996,24,10000,86
58026.7579402519,24,10000,86
58049.3271827106,24,10000,88
58071.1006362277,22,10000,89
58098.5038239113,22,10000,89
58122.6265604366,20,10000,91
58163.253894096,17,10000,91
58183.815502238,17,10000,91
58214.2209661347,16,10000,89
58234.7277298065,15,10000,92
58255.9420763047,15,10000,94
58284.0802651124,13,10000,99
58313.1993085586,13,10000,103
58347.8961659178,13,10000,101
58369.741578756,12,10000,102
58390.1604147613,11,10000,103
58416.4786099607,11,10000,105
58436.6724582036,11,10000,109
58459.9623141502,11,10000,109
58481.4471565986,11,10000,113
58502.7209608799,11,10000,112
58527.6188474377,11,10000,111
58547.7025080734,11,10000,112
58573.4977370931,11,10000,112
58595.1305022241,11,10000,113
58623.4119045217,11,10000,116
58644.041996474,10,10000,115
58672.824770583,10,10000,116
58695.1442673479,10,10000,114
58717.666308622,10,10000,116
58741.3506910155,9,10000,117
58778.0834765729,8,10000,120
58799.5732194663,8,10000,119
58821.9621515515,7,10000,115
58855.0087080516,7,10000,112
58877.5301716504,7,10000,109
58908.5393682714,7,10000,104
58928.6859929784,7,10000,107
58949.9908531792,7,10000,108
58972.1134039717,7,10000,107
58992.2366588207,7,10000,106
59015.8562173205,6,10000,103
59035.8745616741,6,10000,104
59062.9946844216,5,10000,102
59092.2554643544,5,10000,102
59116.0144517953,5,10000,101
59141.0240614833,5,10000,103
59164.1812236911,5,10000,101
59184.606644636,5,10000,102
59216.3348589503,5,10000,101
59238.9581423088,5,10000,102
59260.3295969565,4,10000,99
59283.9186255691,4,10000,95
59304.1400239761,4,10000,95
59328.1663368596,4,10000,94
59355.8370716215,4,10000,95
59377.9746120282,4,10000,95
59402.4298815899,4,10000,93
59432.905196658,4,10000,93
59453.1823568799,4,10000,94
59473.6571450201,4,10000,99
59498.3730284557,4,10000,102
59518.4729416447,4,10000,101
59545.1874792053,4,10000,100
59565.61841932,4,10000,103
59590.8242023842,4,10000,106
59611.8202388807,4,10000,104
59641.3669149866,4,10000,101
59661.3728758217,4,10000,103
59681.8189753975,4,10000,106
59708.4385831148,4,10000,107
59728.5868354107,4,10000,106
59753.4301892404,4,10000,103
59786.3125036951,4,10000,100
59819.1212713941,4,10000,101
59844.0926298478,4,10000,99
59868.721394482,4,10000,98
59890.369535581,4,10000,100
59913.5587021724,4,10000,104
59937.6430604114,4,10000,103
59961.7677509469,4,10000,103
59987.7016394405,4,10000,101
60008.3795794697,3,10000,106
60030.6076844389,3,10000,104
60055.7284542112,3,10000,107
60078.9845026068,3,10000,105
60103.2145977308,3,10000,104
60124.7883722931,3,10000,106
60147.7027481686,3,10000,108
60168.0426507636,3,10000,109
60197.3258501848,3,10000,109
60222.1082016519,3,10000,107
60244.3100564965,3,10000,108
60269.5318871291,3,10000,109
60292.1450214301,3,10000,109
60317.0912758561,3,10000,106
60338.7860722631,3,10000,106
60368.0284513905,3,10000,106
60397.6998600325,3,10000,106
60421.4729805235,3,10000,107
60441.4908887052,3,10000,105
60471.6493484943,3,10000,106
60495.0766195959,3,10000,109
60521.1330224555,2,10000,107
60542.8952900041,1,10000,107
60563.6912908466,1,10000,105
60587.0094597164,1,10000,102
60620.5522423892,1,10000,104
60643.4154926512,1,10000,105
60673.8347698548,1,10000,106
60694.884688289,1,10000,107
60719.1566840112,1,10000,109
60748.0813700229,1,10000,112
60770.0736290917,1,10000,111
60790.6362809775,1,10000,109
60823.1138646182,1,10000,109
60843.8018354682,1,10000,108
60865.4422824966,1,10000,108
60898.2064753966,1,10000,104
60921.4232837481,1,10000,107
60955.4399675303,1,10000,107
60990.5174762648,10000,10000,108
61012.0899599719,10000,10000,107
61035.1449713043,10000,10000,107
61059.7833236338,10000,10000,106
61084.649340426,10000,10000,106
61112.9477263154,10000,10000,108
61144.2812126451,10000,10000,105
61164.3833953296,10000,10000,107
61184.4120554865,10000,10000,107
61210.5701397236,10000,10000,103
61233.6798852121,10000,10000,105
61258.2041541314,10000,10000,108
61282.342000952,10000,10000,107
61304.8957179776,10000,10000,108
61328.3961626013,10000,10000,109
61349.593893613,10000,10000,109
61370.6888581227,10000,10000,112
61398.8546213342,10000,10000,110
61420.6086666603,10000,10000,109
61442.4727938279,10000,10000,109
61467.1414202976,10000,10000,108
61492.1741711187,10000,10000,106
61512.5595662409,10000,10000,108
61534.531146934,10000,10000,111
61556.3754760039,10000,10000,108
61576.8761186861,10000,10000,108
61608.224040636,10000,10000,106
61633.4509154326,10000,10000,106
61656.0594754991,10000,10000,103
61690.3362883694,10000,10000,104
61722.6934651211,10000,10000,104
61743.6750045678,10000,10000,105
61768.5194592923,10000,10000,102
61793.0181447897,10000,10000,101
61816.8199890058,10000,10000,101
61845.8738020151,10000,10000,97
61881.0128565531,10000,10000,95
61901.7088608275,10000,10000,93
61926.9654071594,10000,10000,95
61963.5172408633,10000,10000,93
61988.6310243975,10000,10000,95
62023.6511408248,10000,10000,94
62045.7078952581,10000,10000,95
62067.9582840656,10000,10000,88
62093.1321644938,10000,10000,90
62119.1819312493,10000,10000,89
62140.3520599871,10000,10000,88
62185.464615705,10000,10000,90
62207.1287807716,10000,10000,90
62246.2798463516,10000,10000,93
62267.7967200089,10000,10000,93
62288.937211733,10000,10000,94
62319.5549712844,10000,10000,94
62345.3999101618,10000,10000,94
62368.1873638299,10000,10000,93
62405.471878104,10000,10000,97
62425.6315556807,10000,10000,98
62451.0213570084,10000,10000,97
62476.0277324122,10000,10000,96
62499.6203457673,10000,10000,98
62548.3442720909,10000,10000,100
62576.2357676929,10000,10000,99
62606.46020838,10000,10000,100
62639.2083367492,10000,10000,97
62660.449568155,10000,10000,99
62688.0131417931,10000,10000,99
62709.2078489511,10000,10000,97
62733.0962629063,10000,10000,99
62757.9494959576,10000,10000,97
62781.3767784922,10000,10000,99
62806.8935370956,10000,10000,98
62829.0166414212,10000,10000,100
62850.9793138371,10000,10000,99
62872.4203340552,10000,10000,101
62898.6165064795,10000,10000,101
62925.6712709137,10000,10000,105
62952.639110355,10000,10000,101
62974.9746279824,10000,10000,103
63000.6885361673,10000,10000,105
63022.9821210694,10000,10000,106
63053.0613222232,10000,10000,107
63073.4071575586,10000,10000,105
63093.5041882796,10000,10000,107
63117.4482035216,10000,10000,108
63141.3644927461,10000,10000,109
63169.75322762,10000,10000,107
63191.5161444022,10000,10000,110
63215.8024380347,10000,10000,110
63238.6626516841,10000,10000,110
63266.3313834665,10000,10000,109
63287.7041068675,10000,10000,112
63311.6299360524,10000,10000,112
63333.137508887,10000,10000,110
63363.3400813616,10000,10000,112
63395.1170754321,10000,10000,111
63430.1159770541,10000,10000,115
63459.3129216815,10000,10000,112
63482.0607891753,10000,10000,114
63506.0917345326,10000,10000,115
63526.9243984117,10000,10000,117
63552.8187736765,10000,10000,114
63576.2412376259,10000,10000,115
63599.5405629601,10000,10000,114
63623.8751357639,10000,10000,113
63659.025800188,10000,10000,116
63681.7354125881,10000,10000,117
63702.4125373708,10000,10000,117
63727.6192436059,10000,10000,115
63750.1046067725,10000,10000,112
63781.951531753,10000,10000,111
63806.7394545545,10000,10000,114
63828.357763499,10000,10000,114
63849.2647328291,10000,10000,112
63870.9652993081,10000,10000,111
63895.2382278688,10000,10000,112
63919.1758002976,10000,10000,109
63941.5445154553,10000,10000,109
63968.2079330677,10000,10000,113
64000.7273002975,10000,10000,111
64020.9877851998,10000,10000,112
64042.256998949,10000,10000,114
64071.4181575668,10000,10000,112
64092.1689944288,10000,10000,111
64125.2241136077,10000,10000,110
64149.5713514194,10000,10000,107
64169.5855054719,10000,10000,105
64189.6022751171,10000,10000,104
64211.3372446603,10000,10000,106
64233.1274548853,10000,10000,103
64254.3456796812,10000,10000,103
64275.1239808503,10000,10000,104
64303.5963610443,10000,10000,102
64329.0665721838,10000,10000,104
64358.5090483008,10000,10000,103
64380.8960768392,10000,10000,103
64403.8131731468,10000,10000,100
64425.1240007138,10000,10000,99
64447.0796925676,10000,10000,98
64468.7504193987,10000,10000,98
64497.5954291131,10000,10000,96
64518.1439778704,10000,10000,98
64538.2172607256,10000,10000,99
64560.9336889915,10000,10000,99
64583.6709945431,10000,10000,107
64603.6982307492,10000,10000,106
64627.5019382025,10000,10000,105
64655.9084523367,10000,10000,105
64690.7864929298,10000,10000,105
64713.9163819046,10000,10000,105
64753.1342304759,10000,10000,106
64787.50008956,10000,10000,105
64816.0548747438,10000,10000,106
64840.1450746279,10000,10000,107
64863.5534069214,10000,10000,109
64909.1729255823,10000,10000,109
64937.1785684732,10000,10000,107
64963.3126334926,10000,10000,107
64986.1861751927,10000,10000,101
65027.7097882095,10000,10000,102
65048.7624005256,10000,10000,101
65071.8596551868,10000,10000,96
65101.8211920481,10000,10000,93
65137.4654017911,10000,10000,95
65166.7590925689,10000,10000,94
65193.7987646737,10000,10000,96
65224.7668415284,10000,10000,97
65245.5122200192,10000,10000,98
65270.7922987622,10000,10000,100
65291.2117315865,10000,10000,100
65314.0868275536,10000,10000,101
65337.184711787,10000,10000,100
65362.8506131337,10000,10000,103
65383.3366825535,10000,10000,105
65404.0157287062,10000,10000,104
65437.3850823884,10000,10000,108
65458.3005477645,10000,10000,107
65483.4121512357,10000,10000,108
65504.1183690815,10000,10000,109
65534.8155394715,10000,10000,112
65556.5032995548,10000,10000,110
65586.6456345094,10000,10000,111
65610.072564536,10000,10000,109
65635.8577074192,10000,10000,109
65657.3391093757,10000,10000,111
65680.3819625866,10000,10000,106
65702.1890163534,10000,10000,108
65725.8787372797,10000,10000,107
65756.5950783892,10000,10000,108
65777.0825034107,10000,10000,112
65797.8463296875,10000,10000,114
65819.189697716,10000,10000,114
65839.315392063,10000,10000,110
65863.3349923816,10000,10000,111
65885.109422564,10000,10000,109
65910.7899361276,10000,10000,110
65933.8114206868,10000,10000,111
65954.8612357696,10000,10000,115
65978.7847188409,10000,10000,117
66001.9697947803,10000,10000,120
66041.5389027024,10000,10000,118
66067.1267313273,10000,10000,119
66088.5510494457,10000,10000,118
66108.571442243,10000,10000,113
66135.9049989226,10000,10000,114
66158.3696149838,10000,10000,112
66194.6861059945,10000,10000,110
66216.4453028878,10000,10000,110
66240.0026640719,10000,10000,108
66264.7663590734,10000,10000,111
66288.6896375646,10000,10000,111
66308.8659540562,10000,10000,114
66329.8078788852,10000,10000,116
66353.7659653687,10000,10000,117
66374.0069238954,10000,10000,115
66399.7544140829,10000,10000,117
66424.6241650305,10000,10000,116
66455.7088510682,10000,10000,117
66480.6313484959,10000,10000,115
66500.8034537028,10000,10000,116
66522.2960669076,10000,10000,115
66555.7502212912,10000,10000,117
66580.8243982065,10000,10000,117
66602.0371911215,10000,10000,117
66634.0161652896,10000,10000,118
66657.0032861494,10000,10000,120
66679.0002598816,10000,10000,120
66699.8172549223,10000,10000,122
66730.9366925269,10000,10000,119
66764.1928970612,10000,10000,120
66804.2848706888,10000,10000,119
66826.1048717004,10000,10000,119
66855.0206615125,10000,10000,115
66877.3378513785,10000,10000,115
66900.9464601576,10000,10000,114
66922.8296893253,10000,10000,114
66949.3972135164,10000,10000,113
66972.2923052356,10000,10000,115
66995.942660219,10000,10000,112
67025.1015399119,10000,10000,116
67050.1136541057,10000,10000,114
67072.7826092773,10000,10000,113
67099.6811826848,10000,10000,110
67124.2949342645,10000,10000,111
67148.4005772215,10000,10000,108
67169.4407308048,10000,10000,107
67189.6414473508,10000,10000,107
67211.4918866197,10000,10000,110
67234.2689288472,10000,10000,110
67256.5637080612,10000,10000,112
67280.7595437185,10000,10000,111
67300.8355779942,10000,10000,111
67322.2283260061,10000,10000,117
67344.2016386265,10000,10000,114
67364.7237166405,10000,10000,111
67386.1401679483,10000,10000,109
67412.8791577056,10000,10000,109
67439.5615430412,10000,10000,112
